"ROW_NUMBER"|"BOOK_NAME"|"CHAPTER_NUMBER"|"VERSE_NUMBER"|"TEXT_OF_VERSE"
"033"|"Exodus"|"017"|"007"|"He called the name of the place Massah,{Massah means testing.} and Meribah,{Meribah means quarreling.} because the children of Israel quarreled, and because they tested Yahweh, saying, ""Is Yahweh among us, or not?"""
"034"|"Exodus"|"017"|"015"|"Moses built an altar, and called the name of it Yahweh our Banner.{Hebrew, Yahweh Nissi}"
"035"|"Exodus"|"018"|"003"|"and her two sons.  The name of one son was Gershom,{""Gershom"" sounds like the Hebrew for ""an alien there.""} for Moses said, ""I have lived as a foreigner in a foreign land""."
"036"|"Exodus"|"018"|"004"|"The name of the other was Eliezer,{Eliezer means ""God is my helper.""} for he said, ""My father's God was my help and delivered me from Pharaoh's sword."""
"037"|"Exodus"|"020"|"001"|"God{After ""God,"" the Hebrew has the two letters ""Aleph Tav"" (the first and last letters of the Hebrew alphabet), not as a word, but as a grammatical marker.} spoke all these words, saying,"
"038"|"Exodus"|"023"|"031"|"I will set your border from the Red Sea{or, Sea of Reeds} even to the sea of the Philistines, and from the wilderness to the River; for I will deliver the inhabitants of the land into your hand, and you shall drive them out before you."
"039"|"Exodus"|"024"|"010"|"They saw the God of Israel.  Under his feet was like a paved work of sapphire{or, lapis lazuli} stone, like the skies for clearness."
"040"|"Exodus"|"028"|"016"|"It shall be square and folded double; a span{A span is the length from the tip of the thumb to the tip of the little finger when the hand is stretched out (about 9 inches or 22.8 cm.)} shall be its length of it, and a span its breadth."
"041"|"Exodus"|"028"|"018"|"and the second row a turquoise, a sapphire{or, lapis lazuli}, and an emerald;"
"042"|"Exodus"|"039"|"011"|"and the second row, a turquoise, a sapphire{or, lapis lazuli}, and an emerald;"
"043"|"Leviticus"|"019"|"016"|"""'You shall not go up and down as a slanderer among your people; neither shall you stand against the life{literally, ""blood""} of your neighbor.  I am Yahweh."
"044"|"Leviticus"|"019"|"023"|"""'When you come into the land, and have planted all kinds of trees for food, then you shall count their fruit as forbidden.{literally, ""uncircumcised""} Three years shall they be forbidden to you. It shall not be eaten."
"045"|"Numbers"|"014"|"025"|"Now the Amalekite and the Canaanite dwell in the valley: tomorrow turn you, and get you into the wilderness by the way to the Red Sea{or, Sea of Reeds}."
"046"|"Numbers"|"015"|"038"|"Speak to the children of Israel, and tell them that they should make them fringes{or, tassels (Hebrew tzitzit)} in the borders of their garments throughout their generations, and that they put on the fringe{or, tassel} of each border a cord of blue:"
"047"|"Numbers"|"015"|"039"|"and it shall be to you for a fringe{or, tassel}, that you may look on it, and remember all the commandments of Yahweh, and do them; and that you not follow after your own heart and your own eyes, after which you use to play the prostitute;"
"048"|"Numbers"|"021"|"004"|"They traveled from Mount Hor by the way to the Red Sea{or, Sea of Reeds}, to compass the land of Edom:  and the soul of the people was much discouraged because of the way."
"049"|"Numbers"|"033"|"010"|"They traveled from Elim, and encamped by the Red Sea{or, Sea of Reeds}."
"050"|"Numbers"|"033"|"011"|"They traveled from the Red Sea{or, Sea of Reeds}, and encamped in the wilderness of Sin."
"051"|"Deuteronomy"|"001"|"040"|"But as for you, turn you, and take your journey into the wilderness by the way to the Red Sea{or, Sea of Reeds}."
"052"|"Deuteronomy"|"002"|"001"|"Then we turned, and took our journey into the wilderness by the way to the Red Sea{or, Sea of Reeds}, as Yahweh spoke to me; and we compassed Mount Seir many days."
"053"|"Deuteronomy"|"011"|"004"|"and what he did to the army of Egypt, to their horses, and to their chariots; how he made the water of the Red Sea{or, Sea of Reeds} to overflow them as they pursued after you, and how Yahweh has destroyed them to this day;"
"054"|"Deuteronomy"|"022"|"012"|"You shall make yourselves fringes{or, tassles} on the four borders of your cloak, with which you cover yourself."
"055"|"Deuteronomy"|"033"|"016"|"for the precious things of the earth and its fullness, the good will of him who lived in the bush{i. e. the burning bush of Exodus 3:3-4.}. Let [the blessing] come on the head of Joseph, On the crown of the head of him who was separate from his brothers."
"056"|"Joshua"|"002"|"010"|"For we have heard how Yahweh dried up the water of the Red Sea{or, Sea of Reeds} before you, when you came out of Egypt; and what you did to the two kings of the Amorites, who were beyond the Jordan, to Sihon and to Og, whom you utterly destroyed."
"057"|"Joshua"|"004"|"023"|"For Yahweh your God dried up the waters of the Jordan from before you, until you had passed over, as Yahweh your God did to the Red Sea{or, Sea of Reeds}, which he dried up from before us, until we had passed over;"
"058"|"Joshua"|"005"|"009"|"Yahweh said to Joshua, ""Today I have rolled away the reproach of Egypt from off you.""  Therefore the name of that place was called Gilgal,{""Gilgal"" sounds like the Hebrew for ""roll."" } to this day."
"059"|"Joshua"|"024"|"006"|"I brought your fathers out of Egypt:  and you came to the sea; and the Egyptians pursued after your fathers with chariots and with horsemen to the Red Sea{or, Sea of Reeds}."
"060"|"Judges"|"006"|"024"|"Then Gideon built an altar there to Yahweh, and called it Yahweh is Peace{or, Yahweh Shalom}: to this day it is still in Ophrah of the Abiezrites."
"061"|"Judges"|"011"|"016"|"but when they came up from Egypt, and Israel went through the wilderness to the Red Sea{or, Sea of Reeds}, and came to Kadesh;"
"062"|"Samuel 1"|"025"|"022"|"God do so to the enemies of David, and more also, if I leave of all that belongs to him by the morning light so much as one who urinates on a wall.{or, male.}"
"063"|"Samuel 1"|"025"|"034"|"For in very deed, as Yahweh, the God of Israel, lives, who has withheld me from hurting you, except you had hurried and come to meet me, surely there wouldn't have been left to Nabal by the morning light so much as one who urinates on a wall.{or, male.}"
"064"|"Kings 1"|"009"|"026"|"King Solomon made a navy of ships in Ezion Geber, which is beside Eloth, on the shore of the Red Sea{or, Sea of Reeds}, in the land of Edom."
"065"|"Kings 1"|"014"|"010"|"therefore, behold, I will bring evil on the house of Jeroboam, and will cut off from Jeroboam everyone who urinates on a wall,{or, male} him who is shut up and him who is left at large in Israel, and will utterly sweep away the house of Jeroboam, as a man sweeps away dung, until it be all gone."
"066"|"Kings 1"|"016"|"011"|"It happened, when he began to reign, as soon as he sat on his throne, that he struck all the house of Baasha: he didn't leave him a single one who urinates on a wall,{or, male} neither of his relatives, nor of his friends."
"067"|"Kings 1"|"021"|"021"|"Behold, I will bring evil on you, and will utterly sweep you away and will cut off from Ahab everyone who urinates against a wall,{or, male} and him who is shut up and him who is left at large in Israel:"
"068"|"Kings 2"|"009"|"008"|"For the whole house of Ahab shall perish; and I will cut off from Ahab everyone who urinates against a wall,{or, male} and him who is shut up and him who is left at large in Israel."
"069"|"Nehemiah"|"009"|"009"|"You saw the affliction of our fathers in Egypt, and heard their cry by the Red Sea{or, Sea of Reeds},"
"070"|"Esther"|"009"|"026"|"Therefore they called these days ""Purim,{Purim is the Hebrew plural for pur, which means lot.}"" from the word ""Pur."" Therefore because of all the words of this letter, and of that which they had seen concerning this matter, and that which had come to them,"
"071"|"Job"|"026"|"006"|"Sheol{Sheol is the lower world or the grave.} is naked before God, and Abaddon{Abaddon means Destroyer.} has no covering."
"072"|"Job"|"028"|"016"|"It can't be valued with the gold of Ophir, with the precious onyx, or the sapphire{or, lapis lazuli}."
"073"|"Job"|"041"|"001"|"""Can you draw out Leviathan{Leviathan is a name for a crocodile or similar creature.} with a fishhook, or press down his tongue with a cord?"
"074"|"Job"|"042"|"011"|"Then came there to him all his brothers, and all his sisters, and all those who had been of his acquaintance before, and ate bread with him in his house.  They comforted him, and consoled him concerning all the evil that Yahweh had brought on him. Everyone also gave him a piece of money,{literally, kesitah, a unit of money, probably silver} and everyone a ring of gold."
"075"|"Psalms"|"002"|"002"|"The kings of the earth take a stand, and the rulers take counsel together, against Yahweh, and against his Anointed,{The word ""Anointed"" is the same as the word for ""Messiah"" or ""Christ""} saying,"
"076"|"Psalms"|"002"|"012"|"Give sincere homage{or, Kiss the son}, lest he be angry, and you perish in the way, for his wrath will soon be kindled. Blessed are all those who take refuge in him."
"077"|"Psalms"|"008"|"005"|"For you have made him a little lower than God,{Hebrew: Elohim} and crowned him with glory and honor."
"078"|"Psalms"|"022"|"016"|"For dogs have surrounded me.  A company of evil-doers have enclosed me.  Like a lion, they pin my hands and feet.{or, They have pierced my hands and feet.  (DSS)}"
"079"|"Psalms"|"087"|"004"|"I will record Rahab{Rahab is a reference to Egypt.} and Babylon among those who acknowledge me.  Behold, Philistia, Tyre, and also Ethiopia:  ""This one was born there."""
"080"|"Psalms"|"104"|"004"|"He makes his messengers{or, angels} winds; his servants flames of fire."
"081"|"Psalms"|"106"|"007"|"Our fathers didn't understand your wonders in Egypt.  They didn't remember the multitude of your loving kindnesses, but were rebellious at the sea, even at the Red Sea{or, Sea of Reeds}."
"082"|"Psalms"|"106"|"009"|"He rebuked the Red Sea{or, Sea of Reeds} also, and it was dried up; so he led them through the depths, as through a desert."
"083"|"Psalms"|"106"|"022"|"Wondrous works in the land of Ham, and awesome things by the Red Sea{or, Sea of Reeds}."
"084"|"Psalms"|"111"|"001"|"Praise Yah!{Psalm 111 is an acrostic poem, with each verse after the initial ""Praise Yah!"" starting with a letter of the alphabet (ordered from Alef to Tav).} I will give thanks to Yahweh with my whole heart, in the council of the upright, and in the congregation."
"085"|"Psalms"|"112"|"001"|"Praise Yah!{Psalm 112 is an acrostic poem, with each verse after the initial ""Praise Yah!"" starting with a letter of the alphabet (ordered from Alef to Tav).} Blessed is the man who fears Yahweh, who delights greatly in his commandments."
"086"|"Psalms"|"136"|"013"|"To him who divided the Red Sea{or, Sea of Reeds} apart; for his loving kindness endures forever;"
"087"|"Psalms"|"136"|"015"|"But overthrew Pharaoh and his army in the Red Sea{or, Sea of Reeds}; for his loving kindness endures forever:"
"088"|"Psalms"|"145"|"013"|"Your kingdom is an everlasting kingdom.  Your dominion endures throughout all generations.  Yahweh is faithful in all his words, and loving in all his deeds.{Some manuscripts omit these last two lines.}"
"089"|"Proverbs"|"031"|"010"|"{Proverbs 31:10-31 form an acrostic, with each verse starting with each letter of the Hebrew alphabet, in order.}Who can find a worthy woman?  For her price is far above rubies."
"090"|"Isaiah"|"005"|"010"|"For ten acres{literally, ten yokes, or the amount of land that ten yokes of oxen can plow in one day, which is about 10 acres or 4 hectares.} of vineyard shall yield one bath,{1 bath is about 22 litres, 5.8 U. S. gallons, or 4.8 imperial gallons} and a homer{1 homer is about 220 litres or 6 bushels} of seed shall yield an ephah.{1 ephah is about 22 litres or 0.6 bushels or about 2 pecks)--only one tenth of what was sown.}"""
"091"|"Isaiah"|"005"|"014"|"Therefore Sheol{Sheol is the place of the dead.} has enlarged its desire, and opened its mouth without measure; and their glory, their multitude, their pomp, and he who rejoices among them, descend into it."
"092"|"Isaiah"|"007"|"014"|"Therefore the Lord himself will give you a sign. Behold, the virgin will conceive, and bear a son, and shall call his name Immanuel.{""Immanuel"" means ""God with us.""}"
"093"|"Isaiah"|"008"|"001"|"Yahweh said to me, ""Take a large tablet, and write on it with a man's pen, 'For Maher Shalal Hash Baz;{""Maher Shalal Hash Baz"" means ""quick to the plunder, swift to the spoil.""}'"
"094"|"Isaiah"|"029"|"002"|"then I will distress Ariel, and there will be mourning and lamentation.  She shall be to me as an altar hearth{or, Ariel}."
"095"|"Isaiah"|"034"|"014"|"The wild animals of the desert will meet with the wolves, and the wild goat will cry to his fellow.  Yes, the night creature{literally, lilith, which could also be a night demon or night monster} shall settle there, and shall find herself a place of rest."
"096"|"Isaiah"|"045"|"005"|"I am Yahweh, and there is none else.  Besides me, there is no God. I will strengthen{or, equip} you, though you have not known me;"
"097"|"Isaiah"|"053"|"011"|"After the suffering of his soul, he will see the light{So read the Dead Sea Scrolls and Septuagint. Masoretic Text omits ""the light"".} and be satisfied. My righteous servant will justify many by the knowledge of himself; and he will bear their iniquities."
"098"|"Jeremiah"|"049"|"021"|"The earth trembles at the noise of their fall; there is a cry, the noise which is heard in the Red Sea{or, Sea of Reeds}."
"099"|"Ezekiel"|"001"|"026"|"Above the expanse that was over their heads was the likeness of a throne, as the appearance of a sapphire{or, lapis lazuli} stone; and on the likeness of the throne was a likeness as the appearance of a man on it above."
"100"|"Ezekiel"|"010"|"001"|"Then I looked, and see, in the expanse that was over the head of the cherubim there appeared above them as it were a sapphire{or, lapis lazuli} stone, as the appearance of the likeness of a throne."
"101"|"Ezekiel"|"028"|"013"|"You were in Eden, the garden of God; every precious stone adorned you:  ruby, topaz, emerald, chrysolite, onyx, jasper, sapphire{or, lapis lazuli}, turquoise, and beryl. Gold work of tambourines and of pipes was in you. In the day that you were created they were prepared."
"102"|"Daniel"|"009"|"025"|"Know therefore and discern, that from the going forth of the commandment to restore and to build Jerusalem to the Anointed One,{""Anointed One"" can also be translated ""Messiah"" (same as ""Christ"").} the prince, shall be seven weeks, and sixty-two weeks:  it shall be built again, with street and moat, even in troubled times."
"103"|"Daniel"|"009"|"026"|"After the sixty-two weeks the Anointed One{""Anointed One"" can also be translated ""Messiah"" (same as ""Christ"").} shall be cut off, and shall have nothing:  and the people of the prince who shall come shall destroy the city and the sanctuary; and the end of it shall be with a flood, and even to the end shall be war; desolations are determined."
"104"|"Hosea"|"001"|"006"|"She conceived again, and bore a daughter.  Then he said to him, ""Call her name Lo-Ruhamah{Lo-Ruhamah means ""not loved.""}; for I will no longer have mercy on the house of Israel, that I should in any way pardon them."
"105"|"Hosea"|"001"|"009"|"He said, ""Call his name Lo-Ammi{Lo-Ammi means ""not my people""}; for you are not my people, and I will not be yours."
"106"|"Hosea"|"002"|"001"|"""Say to your brothers, 'My people!'{'Ammi' in Hebrew} and to your sisters, 'My loved one!'{'Ruhamah' in Hebrew}"
"107"|"Jonah"|"001"|"006"|"So the shipmaster came to him, and said to him, ""What do you mean, sleeper?  Arise, call on your God{or, gods}! Maybe your God{or, gods} will notice us, so that we won't perish."""
"108"|"Micah"|"001"|"010"|"Don't tell it in Gath.  Don't weep at all.  At Beth Ophrah{Beth Ophrah means literally ""House of Dust.""} I have rolled myself in the dust."
"109"|"Micah"|"006"|"010"|"Are there yet treasures of wickedness in the house of the wicked, and a short ephah{An ephah is a measure of volume, and a short ephah is made smaller than a full ephah for the purpose of cheating customers.} that is accursed?"
"110"|"Nahum"|"003"|"008"|"Are you better than No-Amon,{or, Thebes} who was situated among the rivers, who had the waters around her; whose rampart was the sea, and her wall was of the sea?"
"111"|"Zechariah"|"005"|"006"|"I said, ""What is it?""  He said, ""This is the ephah{ An ephah is a measure of volume of about 22 litres, 5.8 U. S. gallons, 4.8 imperial gallons, or a bit more than half a bushel. } basket that is appearing.""  He said moreover, ""This is their appearance in all the land"
"112"|"Zechariah"|"005"|"007"|"(and behold, a talent{A talent is a weight of about 34 kilograms or 75 pounds.} of lead was lifted up); and this is a woman sitting in the midst of the ephah basket."""
"113"|"Zechariah"|"012"|"010"|"I will pour on the house of David, and on the inhabitants of Jerusalem, the spirit of grace and of supplication; and they will look to me{After ""me,"" the Hebrew has the two letters ""Aleph Tav"" (the first and last letters of the Hebrew alphabet), not as a word, but as a grammatical marker.} whom they have pierced; and they shall mourn for him, as one mourns for his only son, and will grieve bitterly for him, as one grieves for his firstborn."
"114"|"Matthew"|"001"|"001"|"The book of the genealogy of Jesus Christ{Christ (Greek) and Messiah (Hebrew) both mean ""Anointed One""}, the son of David, the son of Abraham."
"115"|"Matthew"|"001"|"016"|"Jacob became the father of Joseph, the husband of Mary, from whom was born Jesus{""Jesus"" means ""Salvation.""}, who is called Christ."
"116"|"Matthew"|"001"|"023"|"""Behold, the virgin shall be with child, and shall bring forth a son. They shall call his name Immanuel;"" which is, being interpreted, ""God with us.""{Isaiah 7:14}"
"117"|"Matthew"|"002"|"001"|"Now when Jesus was born in Bethlehem of Judea in the days of Herod the king, behold, wise men{The word for ""wise men"" (magoi) can also mean teachers, scientists, physicians, astrologers, seers, interpreters of dreams, or sorcerers.} from the east came to Jerusalem, saying,"
"118"|"Matthew"|"002"|"006"|"'You Bethlehem, land of Judah, are in no way least among the princes of Judah:  for out of you shall come forth a governor, who shall shepherd my people, Israel.'""{Micah 5:2}"
"119"|"Matthew"|"002"|"015"|"and was there until the death of Herod; that it might be fulfilled which was spoken by the Lord through the prophet, saying, ""Out of Egypt I called my son.""{Hosea 11:1}"
"120"|"Matthew"|"002"|"018"|"""A voice was heard in Ramah, lamentation, weeping and great mourning, Rachel weeping for her children; she wouldn't be comforted, because they are no more.""{Jeremiah 31:15}"
"121"|"Matthew"|"003"|"003"|"For this is he who was spoken of by Isaiah the prophet, saying, ""The voice of one crying in the wilderness, make ready the way of the Lord.  Make his paths straight.""{Isaiah 40:3}"
"122"|"Matthew"|"003"|"006"|"They were baptized{or, immersed} by him in the Jordan, confessing their sins."
"123"|"Matthew"|"003"|"007"|"But when he saw many of the Pharisees and Sadducees coming for his baptism,{or, immersion} he said to them, ""You offspring of vipers, who warned you to flee from the wrath to come?"
"124"|"Matthew"|"003"|"011"|"I indeed baptize{or, immerse} you in water for repentance, but he who comes after me is mightier than I, whose shoes I am not worthy to carry.  He will baptize you in the Holy Spirit.{TR and NU add ""and with fire""}"
"125"|"Matthew"|"004"|"004"|"But he answered, ""It is written, 'Man shall not live by bread alone, but by every word that proceeds out of the mouth of God.'""{Deuteronomy 8:3}"
"126"|"Matthew"|"004"|"006"|"and said to him, ""If you are the Son of God, throw yourself down, for it is written, 'He will give his angels charge concerning you.' and, 'On their hands they will bear you up, so that you don't dash your foot against a stone.'""{Psalm 91:11-12}"
"127"|"Matthew"|"004"|"007"|"Jesus said to him, ""Again, it is written, 'You shall not test the Lord, your God.'""{Deuteronomy 6:16}"
"128"|"Matthew"|"004"|"010"|"Then Jesus said to him, ""Get behind me,{TR and NU read ""Go away"" instead of ""Get behind me""} Satan!  For it is written, 'You shall worship the Lord your God, and him only shall you serve.'""{Deuteronomy 6:13}"
"129"|"Matthew"|"004"|"016"|"the people who sat in darkness saw a great light, to those who sat in the region and shadow of death, to them light has dawned.""{Isaiah 9:1-2}"
"130"|"Matthew"|"004"|"018"|"Walking by the sea of Galilee, he{TR reads ""Jesus"" instead of ""he""} saw two brothers:  Simon, who is called Peter, and Andrew, his brother, casting a net into the sea; for they were fishermen."
"131"|"Matthew"|"005"|"003"|"""Blessed are the poor in spirit, for theirs is the Kingdom of Heaven.{Isaiah 57:15; 66:2}"
"132"|"Matthew"|"005"|"004"|"Blessed are those who mourn, for they shall be comforted.{Isaiah 61:2; 66:10,13}"
"133"|"Matthew"|"005"|"005"|"Blessed are the gentle, for they shall inherit the earth.{or, land. Psalm 37:11}"
"134"|"Matthew"|"005"|"018"|"For most certainly, I tell you, until heaven and earth pass away, not even one smallest letter{literally, iota} or one tiny pen stroke{or, serif} shall in any way pass away from the law, until all things are accomplished."
"135"|"Matthew"|"005"|"021"|"""You have heard that it was said to the ancient ones, 'You shall not murder;'{Exodus 20:13} and 'Whoever shall murder shall be in danger of the judgment.'"
"136"|"Matthew"|"005"|"022"|"But I tell you, that everyone who is angry with his brother without a cause{NU omits ""without a cause"".} shall be in danger of the judgment; and whoever shall say to his brother, 'Raca{""Raca"" is an Aramaic insult, related to the word for ""empty"" and conveying the idea of empty-headedness.}!' shall be in danger of the council; and whoever shall say, 'You fool!' shall be in danger of the fire of Gehenna.{or, Hell}"
"137"|"Matthew"|"005"|"026"|"Most certainly I tell you, you shall by no means get out of there, until you have paid the last penny.{literally, kodrantes. A kodrantes was a small copper coin worth about 2 lepta (widow's mites)--not enough to buy very much of anything.}"
"138"|"Matthew"|"005"|"027"|"""You have heard that it was said, {TR adds ""to the ancients,""} 'You shall not commit adultery;'{Exodus 20:14}"
"139"|"Matthew"|"005"|"029"|"If your right eye causes you to stumble, pluck it out and throw it away from you.  For it is more profitable for you that one of your members should perish, than for your whole body to be cast into Gehenna.{or, Hell}"
"140"|"Matthew"|"005"|"030"|"If your right hand causes you to stumble, cut it off, and throw it away from you.  For it is more profitable for you that one of your members should perish, than for your whole body to be cast into Gehenna.{or, Hell}"
"141"|"Matthew"|"005"|"031"|"""It was also said, 'Whoever shall put away his wife, let him give her a writing of divorce,'{Deuteronomy 24:1}"
"142"|"Matthew"|"005"|"038"|"""You have heard that it was said, 'An eye for an eye, and a tooth for a tooth.'{Exodus 21:24; Leviticus 24:20; Deuteronomy 19:21}"
"143"|"Matthew"|"005"|"043"|"""You have heard that it was said, 'You shall love your neighbor, and hate your enemy.'{Leviticus 19:18}"
"144"|"Matthew"|"006"|"013"|"Bring us not into temptation, but deliver us from the evil one. For yours is the Kingdom, the power, and the glory forever. Amen.{NU omits ""For yours is the Kingdom, the power, and the glory forever.  Amen.""}'"
"145"|"Matthew"|"006"|"027"|"""Which of you, by being anxious, can add one moment{literally, cubit} to his lifespan?"
"146"|"Matthew"|"007"|"014"|"How{TR reads ""Because"" instead of ""How""} narrow is the gate, and restricted is the way that leads to life! Few are those who find it."
"147"|"Matthew"|"008"|"015"|"He touched her hand, and the fever left her.  She got up and served him.{TR reads ""them"" instead of ""him""}"
"148"|"Matthew"|"008"|"017"|"that it might be fulfilled which was spoken through Isaiah the prophet, saying:  ""He took our infirmities, and bore our diseases.""{Isaiah 53:4}"
"149"|"Matthew"|"008"|"028"|"When he came to the other side, into the country of the Gergesenes,{NU reads ""Gadarenes""} two people possessed by demons met him there, coming out of the tombs, exceedingly fierce, so that nobody could pass that way."
"150"|"Matthew"|"009"|"013"|"But you go and learn what this means:  'I desire mercy, and not sacrifice,'{Hosea 6:6} for I came not to call the righteous, but sinners to repentance.{NU omits ""to repentance"".}"""
"151"|"Matthew"|"009"|"020"|"Behold, a woman who had an issue of blood for twelve years came behind him, and touched the fringe{or, tassel} of his garment;"
"152"|"Matthew"|"009"|"036"|"But when he saw the multitudes, he was moved with compassion for them, because they were harassed{TR reads ""weary"" instead of ""harassed""} and scattered, like sheep without a shepherd."
"153"|"Matthew"|"010"|"003"|"Philip; Bartholomew; Thomas; Matthew the tax collector; James the son of Alphaeus; Lebbaeus, whose surname was{NU omits ""Lebbaeus, whose surname was""} Thaddaeus;"
"154"|"Matthew"|"010"|"008"|"Heal the sick, cleanse the lepers{TR adds "", raise the dead""}, and cast out demons.  Freely you received, so freely give."
"155"|"Matthew"|"010"|"028"|"Don't be afraid of those who kill the body, but are not able to kill the soul.  Rather, fear him who is able to destroy both soul and body in Gehenna.{or, Hell.}"
